Label,Component_1,Component_2
1,1.0940048502213495,0.9628259743428689
1,1.1249877024195247,-1.7150483710014324
1,1.9268285681108384,-0.4506133017869503
1,0.7897679812587671,1.0049627894518876
1,1.384300531019347,-0.563523044449234
1,1.0600008514399857,1.1358054146209908
1,1.1442231055209164,-2.1325589696565777
1,0.9993817621991605,0.7926010677430744
1,1.2447301898846255,0.9240732766390113
1,0.8607026762874607,1.0753991660716762
1,-0.24765392131413363,-1.7419208040827483
1,1.2233318350265856,-0.8438481907870449
1,0.8669571160060716,0.9791105041778351
1,0.20762312891870024,-0.774176366435931
1,1.247978904435462,1.2112364891479988
1,1.3567073822270812,0.8369393978787256
1,0.10267895886012778,-1.6525550635146293
1,1.6506346578216298,0.2604749908046558
1,1.6724300417585136,-0.8448365529326127
0,-0.6939651195446166,-0.6100219769860376
0,-0.7141773387622059,-0.20249017769460778
0,-0.952221628734796,1.42678954828546
1,1.2555646741098778,0.8637328395022482
1,1.4802475179593815,-0.8916755077706368
1,1.7243118106821935,-0.48260728762716937
1,1.2613868235467502,0.863797273829395
1,1.3249623161657063,0.48226951661931494
1,1.3029183739985368,-0.8161558318192254
1,1.5809948282376884,-0.13558800915122773
1,0.7566111955745188,-1.6240220364684133
1,1.93114385432518,-0.1522749075358196
1,1.1071412801129699,1.0874614472142439
1,1.7329386103623212,-0.14701601590344604
1,1.698008037444428,-0.4381752120934248
1,1.2902107992636405,-0.3007127730968909
1,1.2170678339966399,-0.7082406138769786
1,0.6690642353477584,-0.5308504954186353
0,-0.8573324345556226,0.1602677448815758
1,0.35962332511708045,0.2746981986725227
1,0.5006367014496078,-0.4362441664310355
1,-0.8832423613997874,-1.4586223372997322
1,0.33625443140479494,0.9708647525998249
1,1.0081131766167364,0.96817323697346
1,0.5364901574245252,-0.35498650313475555
1,0.06673006375817099,-0.8655935462976381
1,1.7749925506631894,-0.2545104621571471
0,-1.1003343111696353,1.4422858216117378
1,0.9218842142650278,0.48817003000230336
0,-0.9932270006258503,-0.3181955058280725
0,-0.7514210166935279,-1.1592838698691352
0,-1.276382771547014,-0.08102478227921306
0,-1.2116317486157027,-1.0528094808646888
0,-1.401351490408478,-0.1040872293659404
1,1.3465627422791708,-0.6953287681225448
1,-0.2702073255378079,-1.9010852488126375
0,-1.0796659822264039,0.5775386191273771
1,1.8043137270245222,-1.0184279693160145
1,1.0642830689966287,-0.32423427124932624
0,-1.177243661744353,-0.13602195215859078
0,-0.5825613909810995,1.5612885610048122
0,0.024928257319122116,1.6717877539110184
0,-0.19133322450836696,2.2181594619068927
1,1.4669747403276145,0.9031749686519527
0,-0.01254076442224918,1.7524737569017206
1,0.9063751386160922,0.27351830805565397
1,0.9355612412564875,-0.25874976893780327
0,-0.5780711227978891,1.8977603294221543
0,-1.3079623402196057,0.09160551626862334
0,0.7715538996166895,0.9905308714355984
0,-1.3066432623831068,-0.19512610995334145
1,1.2325803971310176,-1.6471131689947391
0,0.7387114893506136,1.2283306214621335
1,1.6291484007681016,0.3306030971845393
1,-0.19233267629188497,-0.8474005642507177
0,-1.3431137374871374,-0.771347558271874
1,0.7078589860105771,-1.23369488602273
0,0.11754686168710313,1.261197216123871
1,1.5491500087981933,0.48072242006624744
1,0.8007959153262256,0.9857102342833212
0,-1.1648341682241334,-0.6093922056504341
0,-0.3889714037787051,1.4381369280293994
0,0.6444576769696088,0.47142174121132463
1,1.1636111418171655,0.8527378338999334
1,1.2238644911821954,0.6426166378932531
0,-1.0098901937470683,0.0843632669824368
1,1.470359815979756,-1.1990280544958543
1,0.3185265082315249,-0.11277852909098725
1,1.516043948371851,-1.3147682110563879
0,-0.49396004447422887,0.14338737152609338
0,0.5096169665304134,-0.16998015600676844
0,-0.803146363677694,-1.1812999492491667
1,0.09579851677260742,-0.9062914019115602
0,-0.8813197977947191,-1.2119564605397848
0,-1.0637787897120958,-0.785271710235994
1,1.2667211323307543,-0.5302134971608965
1,1.693633794164052,-0.9360590156717227
0,-1.0314951574029374,0.5159179448731019
0,-0.6581708683563162,1.6160200938557678
0,-1.1221868456323052,0.03011184829130626
1,0.30038576301118153,-0.3555867553045129
1,-0.19402006346720232,-1.2186759416118644
0,-0.22845588005838377,2.088275121286986
0,-1.1370892465005644,-0.4170005679600577
0,-0.740661661010465,1.1000709296384255
0,-0.9221972015355356,1.3486449071344402
1,1.1263318930529913,1.0993475857679433
0,-0.2000390347919886,0.8909534681532998
0,-1.243092326752853,-0.8311659567546998
1,0.9257769852324669,1.011687668247173
0,-0.7265222358745299,0.4046284591772946
